Longevity data downloaded from FMP by Suheeta Roy on 3 Feb 2023,,,,,,,,,,,,
Aging BXD colony @ UTHSC on two diets- chow and high fat,,,,,,,,,,,,
Animals with age at death >200 days are considered for longevity analysis,,,,,,,,,,,,
,,,,,,,,,,,,
Index,EarTagNumberCurrent,EarTagNumberOriginal,StrainName,Sex,Diet,AgeAtDeath (days),CauseOfDeath,DateOfBirth,DateDietStart,DateOfDeath,AgeAtSettingUp (days),
591,1310,1274,BXD95,F,CD,773,Natural,3/17/13,8/8/13,4/29/15,144,
592,2215,2215,BXD170,F,CD,774,Euthanized,6/22/15,8/5/15,8/4/17,44,
593,3062,3062,BXD169,F,CD,774,Euthanized,2/14/19,3/4/20,3/29/21,384,
594,103,103,BXD24,F,CD,774,Natural,12/6/10,2/13/12,1/18/13,434,
595,1828,1828,BXD45,F,CD,774,Natural,7/26/14,10/22/14,9/7/16,88,
596,3128,3128,C57BL/6J,F,CD,775,Euthanized,12/18/19,6/18/20,1/31/22,183,
597,4844,4844,BXD154,F,CD,775,Euthanized,9/10/20,3/25/22,10/25/22,561,
598,7,7,BXD60,F,CD,777,Natural,10/29/10,2/13/12,12/14/12,472,
599,3161,3161,BXD147a,F,CD,778,Euthanized,9/3/19,8/7/20,10/20/21,339,
600,2788,2788,BXD75,F,CD,779,Euthanized,3/21/18,5/8/18,5/8/20,48,
601,50,50,BXD89,F,CD,779,Natural,8/4/11,2/13/12,9/21/13,193,
602,242,242,BXD87,F,CD,779,Natural,9/12/11,2/13/12,10/30/13,154,
603,2516,2516,BXD19,F,CD,779,Natural,10/20/15,1/14/16,12/7/17,86,
604,579,579,BXD69,F,CD,780,Natural,3/18/12,7/20/12,5/7/14,124,
605,1902,1902,BXD70,F,CD,780,Natural,5/20/14,10/22/14,7/8/16,155,
606,2115,2115,BXD101,F,CD,780,Natural,10/1/14,2/6/15,11/19/16,128,
607,3153,3153,BXD202,F,CD,781,Euthanized,4/5/19,8/7/20,5/25/21,490,
608,3154,3154,BXD202,F,CD,781,Euthanized,4/5/19,8/7/20,5/25/21,490,
609,45,45,BXD89,F,CD,781,Natural,1/5/11,2/13/12,2/24/13,404,
610,694,694,C57BL/6J,F,CD,784,Natural,6/17/11,7/20/12,8/9/13,399,
611,2819,2819,BXD11,F,CD,785,Euthanized,4/25/18,7/12/18,6/18/20,78,
612,142,142,BXD70,F,CD,785,Natural,9/28/11,2/13/12,11/21/13,138,
613,3130,3130,C57BL/6J,F,CD,786,Euthanized,12/4/19,6/18/20,1/28/22,197,
614,2432,2432,BXD27,F,CD,787,Natural,9/1/15,11/6/15,10/27/17,66,
615,2756,2756,BXD194,F,CD,788,Euthanized,12/25/17,2/23/18,2/21/20,60,
616,2397,2397,BXD15,F,CD,788,Natural,7/7/15,11/3/15,9/2/17,119,
617,404,404,BXD87,F,CD,790,Natural,10/7/11,2/13/12,12/5/13,129,
618,650,650,D2B6F1,F,CD,791,Natural,2/23/12,7/20/12,4/24/14,148,
619,2655,2655,BXD171,F,CD,791,Natural,9/8/16,12/13/16,11/8/18,96,
620,51,51,BXD89,F,CD,792,Natural,8/4/11,2/13/12,10/4/13,193,
621,2471,2471,BXD51,F,CD,793,Natural,10/18/15,1/14/16,12/19/17,88,
622,1795,1795,BXD65b,F,CD,794,Natural,7/7/14,8/19/14,9/8/16,43,
623,2024,2024,C57BL/6J,F,CD,795,Natural,10/17/14,2/6/15,12/20/16,112,
624,2480,2480,BXD62,F,CD,795,Natural,11/4/15,1/14/16,1/7/18,71,
625,435,435,BXD29,F,CD,796,Natural,11/12/11,2/13/12,1/16/14,93,
626,2395,2395,BXD87,F,CD,797,Euthanized,6/12/15,11/3/15,8/17/17,144,
627,3212,3212,BXD65,F,CD,797,Euthanized,11/20/19,9/23/20,1/25/22,308,
628,2745,2745,BXD194,F,CD,797,Natural,11/12/17,2/23/18,1/18/20,103,
629,1897,1897,BXD65,F,CD,798,Natural,6/11/14,10/22/14,8/17/16,133,
630,2551,2551,BXD28,F,CD,798,Natural,12/24/15,2/5/16,3/1/18,43,
631,39,39,BXD85,F,CD,799,Natural,9/23/10,2/13/12,11/30/12,508,
632,2508,2508,BXD77,F,CD,799,Natural,7/28/15,1/14/16,10/4/17,170,
633,1472,1472,BXD32,F,CD,800,Natural,2/12/14,4/11/14,4/22/16,58,
634,1726,1726,BXD61,F,CD,800,Natural,5/10/14,7/25/14,7/18/16,76,
635,3064,3064,BXD195,F,CD,801,Euthanized,3/19/18,3/5/20,5/28/20,717,
636,934,336,BXD100,F,CD,802,Natural,11/13/11,2/10/12,1/23/14,89,
637,2342,2342,BXD186,F,CD,802,Natural,7/15/15,11/3/15,9/24/17,111,
638,928,692,C57BL/6J,F,CD,804,Natural,6/17/11,7/20/12,8/29/13,399,
639,4833,4833,BXD125,F,CD,805,Euthanized,9/8/20,3/25/22,11/22/22,563,
640,3127,3127,C57BL/6J,F,CD,805,Natural,12/18/19,6/18/20,3/2/22,183,
641,3068,3068,BXD187,F,CD,806,Euthanized,2/6/19,3/5/20,4/22/21,393,
642,217,217,BXD48a,F,CD,806,Natural,9/21/11,2/13/12,12/5/13,145,
643,635,635,BXD98,F,CD,806,Natural,1/2/12,7/20/12,3/18/14,200,
644,1878,1878,BXD101,F,CD,806,Natural,7/28/14,10/22/14,10/11/16,86,
645,2640,2640,BXD86,F,CD,807,Euthanized,8/1/16,9/13/16,10/17/18,43,
646,329,329,BXD77,F,CD,807,Natural,10/24/11,2/13/12,1/8/14,112,
647,829,829,BXD65b,F,CD,807,Natural,2/27/12,7/20/12,5/14/14,144,
648,1938,1732,BXD73b,F,CD,807,Natural,4/21/14,7/25/14,7/6/16,95,
649,2722,2722,BXD195,F,CD,807,Natural,11/1/17,1/8/18,1/17/20,68,
650,82,82,BXD27,F,CD,808,Natural,2/8/11,2/13/12,4/26/13,370,
651,2654,2654,DBA/2J,F,CD,808,Natural,4/8/16,12/13/16,6/25/18,249,
652,2737,2737,BXD199,F,CD,808,Natural,12/12/17,2/23/18,2/28/20,73,
653,3147,3147,BXD75,F,CD,809,Euthanized,2/14/19,8/7/20,5/3/21,540,
654,3148,3148,BXD75,F,CD,809,Euthanized,2/14/19,8/7/20,5/3/21,540,
655,2658,2658,BXD84,F,CD,810,Euthanized,11/4/16,12/13/16,1/23/19,39,
656,2147,2147,BXD61,F,CD,810,Natural,1/5/15,3/13/15,3/25/17,67,
657,2820,2820,BXD11,F,CD,811,Euthanized,4/25/18,7/12/18,7/14/20,78,
658,1705,1705,BXD40,F,CD,811,Natural,4/28/14,7/25/14,7/17/16,88,
659,726,726,BXD56,F,CD,812,Natural,3/12/12,7/20/12,6/2/14,130,
660,885,885,BXD91,F,CD,812,Natural,12/6/11,7/20/12,2/25/14,227,
661,3053,3053,BXD205,F,CD,812,Natural,1/20/19,3/4/20,4/11/21,409,
662,454,454,BXD70,F,CD,814,Natural,11/6/11,2/13/12,1/28/14,99,
663,2181,2181,DBA/2J,F,CD,814,Natural,12/4/14,3/13/15,2/25/17,99,
664,2398,2398,BXD15,F,CD,815,Euthanized,7/7/15,11/3/15,9/29/17,119,
665,648,648,D2B6F1,F,CD,816,Natural,2/23/12,7/20/12,5/19/14,148,
666,2659,2659,BXD84,F,CD,817,Natural,11/4/16,12/13/16,1/30/19,39,
667,348,348,BXD100,F,CD,819,Natural,11/3/11,2/10/12,1/30/14,99,
668,3203,3203,BXD9,F,CD,821,Euthanized,4/20/20,9/23/20,7/20/22,156,
669,3204,3204,BXD9,F,CD,821,Euthanized,4/20/20,9/23/20,7/20/22,156,
670,117,117,BXD65,F,CD,821,Natural,7/27/11,2/13/12,10/25/13,201,
671,173,173,BXD32,F,CD,821,Natural,10/16/11,2/13/12,1/14/14,120,
672,933,322,BXD100,F,CD,822,Natural,10/31/11,2/10/12,1/30/14,102,
673,326,326,BXD100,F,CD,822,Natural,10/31/11,2/10/12,1/30/14,102,
674,2204,2204,BXD199,F,CD,822,Natural,6/11/15,8/5/15,9/10/17,55,
675,2319,2319,BXD168,F,CD,823,Euthanized,7/23/15,9/9/15,10/23/17,48,
676,2616,2616,BXD161,F,CD,824,Euthanized,7/27/16,9/13/16,10/29/18,48,
677,748,748,BXD40,F,CD,824,Natural,11/24/11,7/20/12,2/25/14,239,
678,1846,1846,BXD62,F,CD,824,Natural,7/9/14,10/22/14,10/10/16,105,
679,2723,2723,BXD195,F,CD,824,Natural,11/1/17,1/8/18,2/3/20,68,
680,740,740,BXD90,F,CD,825,Natural,1/4/12,7/20/12,4/8/14,198,
681,2544,2544,BXD73,F,CD,825,Natural,1/9/16,2/5/16,4/13/18,27,
682,3065,3065,BXD71,F,CD,827,Euthanized,1/7/19,3/5/20,4/13/21,423,
683,1901,1901,BXD70,F,CD,827,Natural,7/10/14,10/22/14,10/14/16,104,
684,2569,2569,BXD18,F,CD,828,Euthanized,1/24/16,2/19/16,5/1/18,26,
685,2631,2631,BXD171,F,CD,828,Natural,8/3/16,9/13/16,11/9/18,41,
686,104,104,BXD24,F,CD,829,Natural,12/6/10,2/13/12,3/14/13,434,
687,936,340,BXD100,F,CD,829,Natural,10/24/11,2/10/12,1/30/14,109,
688,2233,2233,BXD122,F,CD,829,Natural,6/2/14,8/5/15,9/8/16,429,
689,3049,3049,BXD62,F,CD,830,Euthanized,9/28/18,3/4/20,1/5/21,523,
690,626,626,BXD74,F,CD,831,Natural,2/22/12,7/20/12,6/2/14,149,
691,2079,2079,BXD90,F,CD,831,Natural,10/18/14,2/6/15,1/26/17,111,
692,3084,3084,C57BL/6J,F,CD,832,Euthanized,4/3/18,3/16/20,7/13/20,713,
693,2310,2310,BXD161,F,CD,832,Natural,7/9/15,9/9/15,10/18/17,62,
694,2954,2954,BXD5,F,CD,833,Euthanized,1/16/18,6/5/19,4/28/20,505,
695,787,787,BXD73b,F,CD,833,Natural,2/27/12,7/20/12,6/9/14,144,
696,14,14,BXD61,F,CD,834,Natural,1/12/11,2/13/12,4/25/13,397,
697,28,28,BXD73,F,CD,835,Natural,7/12/11,2/13/12,10/24/13,216,
698,1050,1050,BXD34,F,CD,835,Natural,4/20/13,8/8/13,8/3/15,110,
699,1951,1896,BXD65,F,CD,835,Natural,6/11/14,10/22/14,9/23/16,133,
700,2217,2217,BXD214,F,CD,835,Natural,6/3/15,8/5/15,9/15/17,63,
701,3248,3248,C57BL/6J,F,CD,835,Natural,3/7/20,11/4/20,6/20/22,242,
702,47,47,BXD89,F,CD,836,Natural,5/1/11,2/13/12,8/14/13,288,
703,3129,3129,C57BL/6J,F,CD,836,Natural,12/18/19,6/18/20,4/2/22,183,
704,3040,3040,BXD11,F,CD,837,Euthanized,5/5/18,3/4/20,8/19/20,669,
705,3044,3044,BXD31,F,CD,837,Euthanized,2/10/19,3/4/20,5/27/21,388,
706,693,693,C57BL/6J,F,CD,838,Natural,6/17/11,7/20/12,10/2/13,399,
707,55,55,BXD102,F,CD,839,Natural,1/7/11,2/10/12,4/25/13,399,
708,389,389,BXD32,F,CD,839,Natural,11/1/11,2/13/12,2/17/14,104,
709,2554,2554,BXD28,F,CD,839,Natural,12/24/15,2/5/16,4/11/18,43,
710,2711,2711,BXD195,F,CD,840,Euthanized,10/19/17,12/7/17,2/6/20,49,
711,1761,1348,BXD45,F,CD,840,Natural,10/17/13,11/15/13,2/4/16,29,
712,2560,2560,BXD19,F,CD,842,Euthanized,1/10/16,2/12/16,5/1/18,33,
713,1865,1865,BXD77,F,CD,842,Natural,7/23/14,10/22/14,11/11/16,91,
714,2540,2540,BXD29,F,CD,842,Natural,10/20/15,1/15/16,2/8/18,87,
715,3210,3210,BXD102,F,CD,844,Natural,12/27/19,9/23/20,4/19/22,271,
716,852,852,BXD53,F,CD,845,Natural,1/19/12,7/20/12,5/13/14,183,
717,2382,2382,BXD73b,F,CD,845,Natural,6/12/15,11/3/15,10/4/17,144,
718,2505,2505,DBA/2J,F,CD,845,Natural,8/13/15,1/14/16,12/5/17,154,
719,2816,2816,BXD1,F,CD,847,Euthanized,4/2/18,7/12/18,7/27/20,101,
720,545,545,DBA/2J,F,CD,847,Natural,3/13/12,7/20/12,7/8/14,129,
721,1763,1706,BXD40,F,CD,847,Natural,4/28/14,7/25/14,8/22/16,88,
722,2635,2635,BXD186,F,CD,848,Euthanized,8/4/16,9/13/16,11/30/18,40,
723,930,261,BXD100,F,CD,848,Natural,10/5/11,2/10/12,1/30/14,128,
724,931,263,BXD100,F,CD,848,Natural,10/5/11,2/10/12,1/30/14,128,
725,1948,1519,BXD51,F,CD,848,Natural,1/9/14,4/11/14,5/6/16,92,
726,271,271,BXD27,F,CD,849,Natural,8/9/11,2/13/12,12/5/13,188,
727,1829,1829,BXD45,F,CD,849,Natural,7/26/14,10/22/14,11/21/16,88,
728,2639,2639,BXD86,F,CD,851,Euthanized,8/1/16,9/13/16,11/30/18,43,
729,2483,2483,BXD24,F,CD,851,Natural,11/13/15,1/14/16,3/13/18,62,
730,2406,2406,BXD19,F,CD,852,Natural,8/15/15,11/6/15,12/14/17,83,
731,3199,3199,BXD77,F,CD,853,Euthanized,12/12/19,9/23/20,4/13/22,286,
732,1409,1409,BXD65b,F,CD,854,Euthanized,1/15/14,4/11/14,5/18/16,86,
733,27,27,BXD73,F,CD,854,Natural,7/12/11,2/13/12,11/12/13,216,
734,2762,2762,BXD172,F,CD,855,Euthanized,1/7/18,2/23/18,5/11/20,47,
735,850,850,BXD53,F,CD,855,Natural,10/9/11,7/20/12,2/10/14,285,
736,2166,2166,BXD24,F,CD,855,Natural,11/30/14,3/13/15,4/3/17,103,
737,716,716,BXD48a,F,CD,856,Natural,3/25/12,7/20/12,7/29/14,117,
738,2284,2284,B6D2F1,F,CD,856,Natural,4/28/15,8/5/15,8/31/17,99,
739,3069,3069,BXD187,F,CD,858,Natural,2/6/19,3/5/20,6/13/21,393,
740,2348,2348,BXD29,F,CD,860,Euthanized,6/16/15,11/3/15,10/23/17,140,
741,844,844,BXD53,F,CD,860,Natural,1/4/12,7/20/12,5/13/14,198,
742,442,442,BXD60,F,CD,861,Natural,11/8/11,2/13/12,3/18/14,97,
743,2436,2436,BXD28,F,CD,861,Natural,9/15/15,11/6/15,1/23/18,52,
744,2679,2679,BXD16,F,CD,862,Euthanized,1/16/17,2/24/17,5/28/19,39,
745,2036,2036,BXD32,F,CD,862,Natural,10/2/14,2/6/15,2/10/17,127,
746,2209,2209,BXD19,F,CD,862,Natural,6/9/15,8/5/15,10/18/17,57,
747,2413,2413,BXD6,F,CD,862,Natural,8/11/15,11/6/15,12/20/17,87,
748,2379,2379,BXD51,F,CD,865,Natural,9/13/14,11/3/15,1/25/17,416,
749,2380,2380,BXD51,F,CD,865,Natural,9/13/14,11/3/15,1/25/17,416,
750,610,610,BXD84,F,CD,867,Natural,3/14/12,7/20/12,7/29/14,128,
751,2582,2582,BXD84,F,CD,867,Natural,5/18/16,7/1/16,10/2/18,44,
752,2341,2341,BXD186,F,CD,869,Natural,7/15/15,11/3/15,11/30/17,111,
753,761,761,BXD85,F,CD,870,Natural,11/20/11,7/20/12,4/8/14,243,
754,739,739,BXD90,F,CD,873,Natural,11/28/11,7/20/12,4/19/14,235,
755,3055,3055,BXD123,F,CD,874,Euthanized,1/24/19,3/4/20,6/16/21,405,
756,406,406,BXD69,F,CD,875,Natural,10/18/11,2/13/12,3/11/14,118,
757,612,612,BXD84,F,CD,875,Natural,3/14/12,7/20/12,8/6/14,128,
758,1727,1727,BXD61,F,CD,877,Natural,5/10/14,7/25/14,10/3/16,76,
759,76,76,BXD100,F,CD,879,Natural,2/17/11,2/10/12,7/15/13,358,
760,649,649,D2B6F1,F,CD,879,Natural,2/23/12,7/20/12,7/21/14,148,
761,2281,2281,B6D2F1,F,CD,879,Natural,4/28/15,8/5/15,9/23/17,99,
762,3042,3042,BXD63,F,CD,879,Natural,8/14/18,3/4/20,1/9/21,568,
763,444,444,BXD60,F,CD,880,Natural,11/8/11,2/13/12,4/6/14,97,
764,843,843,BXD53,F,CD,880,Natural,1/4/12,7/20/12,6/2/14,198,
765,845,845,BXD53,F,CD,880,Natural,1/4/12,7/20/12,6/2/14,198,
766,1570,1537,B6D2F1,F,CD,880,Natural,7/27/13,4/11/14,12/24/15,258,
767,706,706,BXD51,F,CD,881,Natural,2/29/12,7/20/12,7/29/14,142,
768,713,713,BXD48a,F,CD,881,Natural,3/25/12,7/20/12,8/23/14,117,
769,1811,1811,C57BL/6J,F,CD,882,Natural,7/18/14,10/22/14,12/16/16,96,
770,725,725,BXD56,F,CD,883,Natural,3/12/12,7/20/12,8/12/14,130,
771,2375,2375,BXD86,F,CD,884,Natural,7/3/15,11/3/15,12/3/17,123,
772,2223,2223,BXD187,F,CD,885,Euthanized,6/8/15,8/5/15,11/9/17,58,
773,175,175,BXD32,F,CD,886,Natural,9/7/11,2/13/12,2/9/14,159,
774,2733,2733,BXD197,F,CD,888,Euthanized,10/31/17,1/8/18,4/6/20,69,
775,2246,2246,BXD181,F,CD,889,Natural,8/23/13,8/5/15,1/29/16,712,
776,2335,2335,BXD168,F,CD,889,Natural,7/20/15,11/3/15,12/25/17,106,
777,2621,2621,BXD168,F,CD,889,Natural,7/21/16,9/13/16,12/27/18,54,
778,2065,2065,BXD61,F,CD,891,Natural,10/8/14,2/6/15,3/17/17,121,
779,2294,2294,BXD16,F,CD,892,Euthanized,5/26/15,8/5/15,11/3/17,71,
780,577,577,BXD69,F,CD,893,Natural,3/2/12,7/20/12,8/12/14,140,
781,2713,2713,BXD195,F,CD,895,Euthanized,10/19/17,12/7/17,4/1/20,49,
782,75,75,BXD100,F,CD,895,Natural,11/12/10,2/10/12,4/25/13,455,
783,2274,2274,C57BL/6J,F,CD,896,Euthanized,10/20/14,8/5/15,4/3/17,289,
784,2656,2656,BXD157,F,CD,896,Euthanized,10/17/16,12/13/16,4/1/19,57,
785,115,115,BXD65,F,CD,896,Natural,7/27/11,2/13/12,1/8/14,201,
786,1895,1895,BXD65,F,CD,896,Natural,6/11/14,10/22/14,11/23/16,133,
787,2249,2249,BXD71,F,CD,897,Natural,8/15/13,8/5/15,1/29/16,720,
788,2250,2250,BXD71,F,CD,897,Natural,8/15/13,8/5/15,1/29/16,720,
789,2776,2776,BXD75,F,CD,898,Euthanized,2/7/18,3/27/18,7/24/20,48,
790,2777,2777,BXD75,F,CD,898,Euthanized,2/7/18,3/27/18,7/24/20,48,
791,3158,3158,BXD214,F,CD,898,Euthanized,5/4/19,8/7/20,10/18/21,461,
792,41,41,BXD85,F,CD,898,Natural,5/25/10,2/13/12,11/8/12,629,
793,1838,1838,BXD60,F,CD,899,Natural,7/17/14,10/22/14,1/1/17,97,
794,2136,2136,BXD70,F,CD,901,Euthanized,1/3/15,3/13/15,6/22/17,69,
795,2137,2137,BXD70,F,CD,901,Euthanized,1/3/15,3/13/15,6/22/17,69,
796,3054,3054,BXD123,F,CD,901,Euthanized,1/24/19,3/4/20,7/13/21,405,
797,891,891,BXD91,F,CD,902,Natural,1/31/12,7/20/12,7/21/14,171,
798,1046,1046,BXD29,F,CD,902,Natural,3/19/13,8/8/13,9/7/15,142,
799,2553,2553,BXD28,F,CD,902,Natural,12/24/15,2/5/16,6/13/18,43,
800,2928,2928,DBA/2J,F,CD,902,Natural,9/23/17,5/13/19,3/13/20,597,
801,3247,3247,C57BL/6J,F,CD,906,Euthanized,3/7/20,11/4/20,8/30/22,242,
802,3066,3066,BXD43,F,CD,908,Euthanized,11/3/18,3/5/20,4/29/21,488,
803,546,546,DBA/2J,F,CD,908,Natural,3/13/12,7/20/12,9/7/14,129,
804,420,420,BXD73b,F,CD,909,Natural,10/5/11,2/13/12,4/1/14,131,
805,2198,2198,BXD28,F,CD,911,Natural,6/9/15,8/5/15,12/6/17,57,
806,3156,3156,BXD205,F,CD,912,Euthanized,7/14/19,8/7/20,1/11/22,390,
807,124,124,BXD90,F,CD,912,Natural,10/26/10,2/13/12,4/25/13,475,
808,2283,2283,B6D2F1,F,CD,912,Natural,4/28/15,8/5/15,10/26/17,99,
809,43,43,BXD86,F,CD,914,Natural,5/22/10,2/13/12,11/21/12,632,
810,611,611,BXD84,F,CD,916,Natural,3/14/12,7/20/12,9/16/14,128,
811,4845,4845,BXD219,F,CD,916,Natural,10/30/19,3/25/22,5/3/22,877,
812,636,636,BXD84,F,CD,917,Natural,1/24/12,7/20/12,7/29/14,178,
813,2440,2440,BXD29,F,CD,918,Euthanized,9/10/15,11/6/15,3/16/18,57,
814,2552,2552,BXD28,F,CD,918,Natural,12/24/15,2/5/16,6/29/18,43,
815,1729,1729,BXD70,F,CD,920,Natural,5/17/14,7/25/14,11/22/16,69,
816,811,811,BXD65,F,CD,921,Natural,11/4/11,7/20/12,5/13/14,259,
817,245,245,BXD43,F,CD,922,Natural,9/16/11,2/13/12,3/26/14,150,
818,2013,2013,C57BL/6J,F,CD,925,Euthanized,9/19/14,2/6/15,4/1/17,140,
819,1563,1563,BXD75,F,CD,925,Natural,1/28/14,4/11/14,8/10/16,73,
820,1077,1077,BXD68,F,CD,927,Natural,5/26/12,8/8/13,12/9/14,439,
821,2491,2491,BXD62,F,CD,927,Natural,8/12/15,1/14/16,2/24/18,155,
822,116,116,BXD65,F,CD,928,Natural,7/27/11,2/13/12,2/9/14,201,
823,810,810,BXD65,F,CD,931,Natural,11/4/11,7/20/12,5/23/14,259,
824,2456,2456,BXD77,F,CD,931,Natural,12/10/15,1/14/16,6/28/18,35,
825,2329,2329,BXD168,F,CD,932,Natural,7/10/15,11/3/15,1/27/18,116,
826,1212,1212,BXD73b,F,CD,935,Natural,8/15/12,8/8/13,3/8/15,358,
827,2794,2794,BXD31,F,CD,938,Euthanized,3/26/18,6/14/18,10/19/20,80,
828,114,114,BXD65,F,CD,938,Natural,7/27/11,2/13/12,2/19/14,201,
829,452,452,BXD70,F,CD,939,Natural,11/6/11,2/13/12,6/2/14,99,
830,2019,2019,C57BL/6J,F,CD,940,Natural,9/27/14,2/6/15,4/24/17,132,
831,2746,2746,BXD194,F,CD,941,Euthanized,11/12/17,2/23/18,6/10/20,103,
832,2241,2241,BXD175,F,CD,941,Natural,6/28/15,8/5/15,1/24/18,38,
833,44,44,BXD86,F,CD,943,Natural,5/22/10,2/13/12,12/20/12,632,
834,56,56,BXD102,F,CD,943,Natural,1/7/11,2/10/12,8/7/13,399,
835,2235,2235,BXD111,F,CD,943,Natural,9/16/14,8/5/15,4/16/17,323,
836,3041,3041,BXD63,F,CD,944,Euthanized,8/14/18,3/4/20,3/15/21,568,
837,6,6,BXD60,F,CD,944,Natural,10/29/10,2/13/12,5/30/13,472,
838,822,822,BXD63,F,CD,944,Natural,11/15/11,7/20/12,6/16/14,248,
839,2607,2607,BXD86,F,CD,946,Euthanized,6/20/16,8/11/16,1/22/19,52,
840,2381,2381,BXD73b,F,CD,947,Natural,6/12/15,11/3/15,1/14/18,144,
841,138,138,BXD48,F,CD,948,Natural,8/26/11,2/13/12,3/31/14,171,
842,1889,1889,BXD40,F,CD,949,Natural,7/6/14,10/22/14,2/9/17,108,
843,2945,2945,DBA/2J,F,CD,949,Natural,5/27/18,5/13/19,12/31/20,351,
844,890,890,BXD91,F,CD,950,Natural,1/31/12,7/20/12,9/7/14,171,
845,1806,1806,C57BL/6J,F,CD,953,Natural,7/16/14,10/22/14,2/23/17,98,
846,3079,3079,BXD73,F,CD,954,Natural,11/25/18,3/5/20,7/6/21,466,
847,4846,4846,BXD219,F,CD,954,Natural,10/30/19,3/25/22,6/10/22,877,
848,2321,2321,BXD171,F,CD,955,Natural,8/4/15,9/9/15,3/16/18,36,
849,220,220,BXD61,F,CD,956,Natural,9/19/11,2/13/12,5/2/14,147,
850,687,687,BXD9,F,CD,956,Natural,3/15/12,7/20/12,10/27/14,127,
851,2119,2119,BXD101,F,CD,957,Euthanized,10/1/14,2/6/15,5/15/17,128,
852,2309,2309,BXD161,F,CD,957,Euthanized,7/9/15,9/9/15,2/20/18,62,
853,3074,3074,BXD87,F,CD,957,Euthanized,9/15/18,3/5/20,4/29/21,537,
854,1460,1460,BXD51,F,CD,959,Natural,2/3/14,4/11/14,9/19/16,67,
855,2614,2614,BXD157,F,CD,962,Euthanized,8/12/16,9/13/16,4/1/19,32,
856,2028,2028,BXD32,F,CD,963,Euthanized,9/11/14,2/6/15,5/1/17,148,
857,3142,3142,BXD5,F,CD,965,Natural,9/3/19,8/7/20,4/25/22,339,
858,2331,2331,BXD168,F,CD,967,Natural,7/20/15,11/3/15,3/13/18,106,
859,1864,1864,BXD77,F,CD,968,Natural,7/23/14,10/22/14,3/17/17,91,
860,2474,2474,BXD24,F,CD,971,Euthanized,11/5/15,1/14/16,7/3/18,70,
861,1419,1419,BXD101,F,CD,971,Natural,1/12/14,4/11/14,9/9/16,89,
862,2485,2485,BXD24,F,CD,972,Natural,8/18/15,1/14/16,4/16/18,149,
863,2435,2435,BXD28,F,CD,974,Natural,9/15/15,11/6/15,5/16/18,52,
864,3202,3202,BXD65,F,CD,975,Natural,11/20/19,9/23/20,7/22/22,308,
865,3,3,BXD43,F,CD,976,Natural,5/8/11,2/13/12,1/8/14,281,
866,46,46,BXD89,F,CD,978,Natural,1/5/11,2/13/12,9/9/13,404,
867,1246,1246,BXD77,F,CD,979,Natural,2/13/13,8/8/13,10/20/15,176,
868,2257,2257,BXD161,F,CD,981,Euthanized,6/24/15,8/5/15,3/1/18,42,
869,1459,1459,BXD51,F,CD,983,Natural,2/3/14,4/11/14,10/13/16,67,
870,2282,2282,B6D2F1,F,CD,992,Natural,4/28/15,8/5/15,1/14/18,99,
871,2023,2023,C57BL/6J,F,CD,995,Natural,10/17/14,2/6/15,7/8/17,112,
872,2598,2598,BXD77,F,CD,995,Natural,7/6/16,8/11/16,3/28/19,36,
873,647,647,D2B6F1,F,CD,996,Natural,12/23/11,7/20/12,9/14/14,210,
874,42,42,BXD85,F,CD,997,Natural,5/25/10,2/13/12,2/15/13,629,
875,2667,2667,BXD168,F,CD,999,Euthanized,12/4/16,2/24/17,8/30/19,82,
876,3057,3057,BXD184,F,CD,1001,Euthanized,7/2/18,3/4/20,3/29/21,611,
877,1869,1869,BXD87,F,CD,1002,Euthanized,7/22/14,10/22/14,4/19/17,92,
878,2229,2229,BXD168,F,CD,1002,Natural,6/24/15,8/5/15,3/22/18,42,
879,3278,3278,BXD73b,F,CD,1003,Euthanized,11/26/19,12/15/20,8/25/22,385,
880,3149,3149,BXD123,F,CD,1005,Euthanized,4/29/19,8/7/20,1/28/22,466,
881,2318,2318,BXD168,F,CD,1006,Natural,7/23/15,9/9/15,4/24/18,48,
882,2817,2817,BXD1,F,CD,1007,Euthanized,4/24/18,7/12/18,1/25/21,79,
883,363,363,BXD86,F,CD,1010,Natural,5/1/11,2/13/12,2/4/14,288,
884,54,54,BXD102,F,CD,1015,Natural,5/3/11,2/10/12,2/11/14,283,
885,784,784,BXD73b,F,CD,1015,Natural,2/27/12,7/20/12,12/8/14,144,
886,2542,2542,BXD90,F,CD,1017,Euthanized,1/4/16,2/5/16,10/17/18,32,
887,1399,1399,BXD77,F,CD,1018,Natural,1/26/14,2/28/14,11/9/16,33,
888,2347,2347,BXD29,F,CD,1025,Natural,6/16/15,11/3/15,4/6/18,140,
889,2376,2376,BXD86,F,CD,1033,Euthanized,7/3/15,11/3/15,5/1/18,123,
890,2710,2710,BXD195,F,CD,1038,Natural,10/19/17,12/7/17,8/22/20,49,
891,151,151,BXD102,F,CD,1039,Natural,7/19/11,2/10/12,5/23/14,206,
892,2305,2305,BXD175,F,CD,1040,Euthanized,7/10/15,9/9/15,5/15/18,61,
893,2242,2242,BXD200,F,CD,1044,Natural,6/4/15,8/5/15,4/13/18,62,
894,2533,2533,BXD29,F,CD,1046,Natural,10/4/15,1/15/16,8/15/18,103,
